#{"t_start": 1780751807.5164056, "env_id": "roundabout-v0"}
r,l,t
27.208333,33,9560.756714
27.5,33,9561.387366
27.125,33,9562.0045
26.208333,33,9562.623727
28.208333,33,9563.220407
27.791667,33,9563.85367
27.333333,33,9564.490545
27.791667,33,9565.124423
27.208333,33,9565.758316
5.75,7,9565.906654
5.791667,7,9566.056706
26.833333,33,9566.669879
27.416667,33,9567.270028
27.208333,33,9567.869806
26.791667,33,9568.486347
27.375,33,9569.089024
9.583333,11,9569.306195
26.25,33,9569.908281
27.333333,33,9570.536029
27.208333,33,9571.176185
27.625,33,9571.777462
9.583333,11,9571.989186
9.625,11,9572.202508
27.333333,33,9572.8061
27.208333,33,9573.402343
27.375,33,9574.005598
27.875,33,9574.607399
26.625,33,9575.218929
26.666667,33,9575.818706
26.958333,33,9576.445209
26.25,33,9577.068165
26.708333,33,9577.688298
26.708333,33,9578.268372
28.375,33,9578.888465
26.75,33,9579.521675
9.625,11,9579.751511
27.25,33,9580.353633
26.75,33,9580.936527
10.125,12,9581.167892
27.791667,33,9581.771289
27.333333,33,9582.384481
26.208333,33,9582.967739
5.791667,7,9583.117701
27.25,33,9585.304444
27.291667,33,9585.93894
27.166667,33,9586.542951
27.916667,33,9587.117211
27.875,33,9587.683792
5.75,7,9587.834642
27.291667,33,9588.449999
27.916667,33,9589.049878
27.125,33,9589.633584
5.75,7,9589.766823
5.583333,7,9589.937462
9.666667,11,9590.168769
2.833333,4,9590.267464
27.791667,33,9590.851585
26.583333,33,9591.448225
26.583333,33,9592.049883
27.833333,33,9592.649889
27.25,33,9593.249813
27.583333,33,9593.853106
5.75,7,9593.999693
9.541667,11,9594.229285
28.333333,33,9594.816252
26.666667,33,9595.416162
25.416667,32,9596.019406
27.833333,33,9596.599288
27.25,33,9597.219676
27.375,33,9597.81895
2.791667,4,9597.899377
26.541667,33,9598.515729
27.541667,33,9599.115692
27.875,33,9599.734076
27.25,33,9600.317114
27.333333,33,9600.915387
28.208333,33,9601.518915
27.291667,33,9602.115333
26.833333,33,9602.715168
26.708333,33,9603.331768
28.125,33,9603.931734
27.291667,33,9604.53491
9.541667,11,9604.746794
27.333333,33,9605.348131
27.708333,33,9605.959163
26.208333,33,9606.581335
9.791667,12,9606.83345
27.25,33,9607.464146
26.166667,33,9608.084493
26.666667,33,9608.681055
5.833333,7,9608.847668
2.625,4,9608.952361
26.625,33,9609.600001
27.958333,33,9610.266221
26.541667,33,9610.847461
28.083333,33,9611.452855
28.291667,33,9612.063885
26.791667,33,9612.700528
10.541667,12,9612.946781
27.333333,33,9613.547058
27.541667,33,9614.163646
9.75,12,9614.413719
27.916667,33,9615.01745
27.125,33,9615.600167
26.75,33,9616.213359
27.916667,33,9616.802171
28.333333,33,9617.399007
27.541667,33,9618.013146
28.416667,33,9618.613108
5.75,7,9618.76174
2.75,4,9618.84627
5.791667,7,9618.996313
27.833333,33,9619.616319
28.166667,33,9620.212879
26.625,33,9620.862939
5.833333,7,9621.012727
27.916667,33,9621.603683
27.291667,33,9622.195935
27.0,33,9622.829156
5.833333,7,9624.412414
27.166667,33,9625.128862
26.125,33,9625.728806
28.25,33,9626.345382
27.375,33,9626.951037
27.333333,33,9627.548492
26.541667,33,9628.145143
9.75,12,9628.380495
5.791667,7,9628.528468
27.791667,33,9629.130325
26.666667,33,9629.748012
27.25,33,9630.33152
26.541667,33,9630.91134
10.708333,14,9631.184576
5.833333,7,9631.34478
27.583333,33,9631.961388
27.875,33,9632.547516
27.25,33,9633.16351
27.208333,33,9633.777899
5.583333,7,9633.93038
26.5,33,9634.527778
27.958333,33,9635.101168
27.333333,33,9635.707072
5.75,7,9635.846264
2.75,4,9635.92743
26.583333,33,9636.527356
27.791667,33,9637.160642
5.75,7,9637.310576
10.458333,12,9637.545578
5.583333,7,9637.698827
27.166667,33,9638.304735
11.5,14,9638.577201
9.916667,12,9638.827061
27.75,33,9639.510329
27.333333,33,9640.197504
27.833333,33,9640.86762
26.833333,33,9641.476793
2.75,4,9641.576729
28.25,33,9642.169473
27.041667,33,9642.770766
27.875,33,9643.343142
26.583333,33,9643.959753
26.583333,33,9644.546262
28.208333,33,9645.146341
9.625,11,9645.36296
26.208333,33,9645.962801
26.791667,33,9646.605607
27.541667,33,9647.20932
3.5,5,9647.326014
26.625,33,9647.911319
2.833333,4,9648.010814
9.583333,11,9648.226483
2.791667,4,9648.309124
27.25,33,9648.925776
27.208333,33,9649.542298
27.041667,33,9650.127316
5.666667,7,9650.279002
27.166667,33,9650.902246
27.291667,33,9651.497462
11.083333,13,9651.762062
27.791667,33,9652.345304
27.416667,33,9652.958668
5.625,7,9653.108549
26.625,33,9653.728493
26.875,33,9654.325049
26.583333,33,9654.92493
27.25,33,9658.15784
27.833333,33,9658.757797
27.916667,33,9659.444381
26.666667,33,9660.090572
28.166667,33,9660.690827
27.875,33,9661.290816
2.791667,4,9661.377965
28.416667,33,9661.973981
28.125,33,9662.573954
2.791667,4,9662.660587
27.083333,33,9663.273858
27.25,33,9663.893853
27.916667,33,9664.507123
5.791667,7,9664.640827
26.166667,33,9665.240368
26.583333,33,9667.523393
13.291667,16,9667.845895
26.708333,33,9668.468051
27.125,33,9669.106391
28.208333,33,9669.706388
26.666667,33,9670.338296
26.625,33,9670.952224
9.333333,11,9671.156189
5.458333,7,9671.307826
27.958333,33,9671.922737
27.875,33,9672.489494
5.75,7,9672.655617
26.75,33,9673.242699
28.208333,33,9673.892572
5.791667,7,9674.03916
27.833333,33,9674.687648
26.541667,33,9675.292217
26.125,33,9675.892298
9.583333,11,9676.108963
27.875,33,9676.722121
27.291667,33,9677.338647
26.666667,33,9677.957668
9.541667,11,9678.17192
27.083333,33,9678.777438
27.25,33,9679.408472
26.875,33,9680.024889
27.25,33,9680.621717
5.791667,7,9680.778346
2.833333,4,9680.871677
5.75,7,9681.02211
27.291667,33,9681.621471
28.25,33,9682.222972
26.666667,33,9682.806652
27.125,33,9683.437932
5.625,7,9683.571217
5.75,7,9683.726414
28.291667,33,9684.341158
26.666667,33,9684.941073
27.208333,33,9685.554293
27.083333,33,9686.174236
27.125,33,9686.756179
26.666667,33,9687.372468
5.75,7,9687.525059
26.875,33,9688.140816
28.333333,33,9688.772208
27.25,33,9689.386716
5.833333,7,9689.522039
2.75,4,9689.607067
27.833333,33,9690.223973
5.791667,7,9690.37366
10.583333,12,9690.608982
27.208333,33,9691.206513
26.666667,33,9691.803512
26.541667,33,9692.409839
27.75,33,9692.990195
27.916667,33,9693.586642
5.625,7,9693.719904
26.625,33,9694.406403
5.708333,7,9694.553137
19.541667,25,9695.053639
5.666667,7,9695.189697
27.041667,33,9695.786322
27.166667,33,9696.389538
27.166667,33,9696.992205
9.5,12,9697.252736
27.041667,33,9697.869325
26.5,33,9698.491021
2.666667,4,9698.584531
26.166667,33,9699.219144
27.541667,33,9699.835744
5.583333,7,9699.970106
27.333333,33,9700.589008
27.375,33,9701.221085
27.25,33,9701.818817
26.666667,33,9702.418774
27.791667,33,9703.034931
26.458333,33,9703.622693
25.666667,33,9704.251853
27.208333,33,9704.846369
5.75,7,9705.004166
27.791667,33,9707.0681
27.916667,33,9707.718016
9.708333,11,9707.935505
5.75,7,9708.069891
27.125,33,9708.70317
5.75,7,9708.84459
27.875,33,9709.457127
27.208333,33,9710.058311
27.875,33,9710.683871
27.25,33,9711.271019
27.291667,33,9711.887654
5.791667,7,9712.035159
26.791667,33,9712.617346
26.791667,33,9713.250529
27.291667,33,9713.850559
26.583333,33,9714.451107
27.333333,33,9715.053714
27.333333,33,9715.637479
26.541667,33,9716.270901
27.875,33,9716.850095
11.916667,15,9717.15009
27.291667,33,9717.753364
27.333333,33,9718.366577
26.833333,33,9718.966612
10.708333,13,9719.233992
5.75,7,9719.366522
5.708333,7,9719.515179
27.708333,33,9720.134947
27.125,33,9720.73386
27.916667,33,9721.316217
5.791667,7,9721.449535
9.625,11,9721.666171
27.25,33,9722.340623
26.666667,33,9722.940624
26.625,33,9723.540509
27.166667,33,9724.138478
26.541667,33,9724.739346
5.75,7,9724.88239
2.625,4,9724.969083
27.25,33,9725.585696
9.625,11,9725.798956
27.25,33,9726.3985
5.791667,7,9726.547593
27.208333,33,9727.143044
27.875,33,9727.783982
5.75,7,9727.932016
5.541667,7,9728.06539
26.541667,33,9728.665149
27.291667,33,9729.330463
26.5,33,9729.948529
26.708333,33,9730.585042
27.833333,33,9731.216982
26.625,33,9731.814832
28.166667,33,9732.418564
26.708333,33,9733.048248
5.541667,7,9733.218455
5.791667,7,9733.384828
5.75,7,9733.531324
26.208333,33,9734.131203
27.25,33,9734.752902
27.833333,33,9735.36788
27.375,33,9735.984412
2.75,4,9736.067787
26.583333,33,9736.667761
5.583333,7,9736.817749
27.166667,33,9737.447553
27.125,33,9738.082396
5.791667,7,9738.230263
27.291667,33,9738.850618
26.541667,33,9739.449179
5.541667,7,9739.613867
9.666667,11,9739.847274
9.583333,11,9740.083857
5.75,7,9740.234007
26.583333,33,9740.866955
27.25,33,9741.480222
27.291667,33,9742.113529
27.166667,33,9742.730095
27.333333,33,9743.366823
27.333333,33,9744.012118
5.708333,7,9744.163322
9.5,11,9744.398391
5.75,7,9744.545306
5.791667,7,9744.684868
27.625,33,9745.286109
5.833333,7,9745.433384
9.625,11,9747.062792
26.666667,33,9747.762767
27.958333,33,9748.396007
28.208333,33,9749.01593
26.708333,33,9749.662512
5.75,7,9749.818208
27.208333,33,9750.461226
27.333333,33,9751.077605
26.625,33,9751.678813
27.666667,33,9752.282215
27.25,33,9752.897263
27.291667,33,9753.532217
26.291667,33,9754.131881
27.5,33,9754.728563
26.541667,33,9755.361884
26.583333,33,9755.961719
5.208333,7,9756.111761
27.333333,33,9756.723447
27.291667,33,9758.81538
28.291667,33,9759.496473
27.291667,33,9760.161181
27.125,33,9760.793959
9.666667,11,9761.014399
28.291667,33,9761.627601
27.708333,33,9762.245789
27.958333,33,9762.847397
27.833333,33,9763.464064
27.375,33,9764.080885
27.291667,33,9764.712472
28.208333,33,9765.313924
25.625,33,9765.927158
9.625,12,9766.176964
27.791667,33,9766.760366
26.583333,33,9767.415199
27.208333,33,9768.026753
26.791667,33,9768.628946
5.791667,7,9768.780047
5.583333,7,9768.927865
10.791667,14,9769.21343
26.208333,33,9769.840487
5.375,7,9770.006094
5.666667,7,9770.159373
26.541667,33,9770.768223
5.708333,7,9770.913364
26.458333,33,9771.542527
28.333333,33,9772.163051
9.666667,11,9772.395731
27.166667,33,9773.000767
9.75,12,9773.246025
27.25,33,9773.842659
27.166667,33,9774.458876
5.75,7,9774.607377
5.75,7,9774.745864
26.5,33,9775.347472
5.791667,7,9775.492007
27.125,33,9776.108395
26.625,33,9776.783531
27.208333,33,9777.412113
26.166667,33,9778.029214
27.291667,33,9778.642011
26.833333,33,9779.26378
26.5,33,9779.861603
27.875,33,9780.462042
5.833333,7,9780.608406
5.791667,7,9780.745324
2.666667,5,9780.861708
27.833333,33,9781.458477
27.25,33,9782.094912
28.166667,33,9782.691105
27.958333,33,9783.308114
5.75,7,9783.463259
27.333333,33,9784.097066
27.166667,33,9784.694613
27.833333,33,9785.307855
26.75,33,9785.924414
27.791667,33,9786.524417
27.833333,33,9787.142692
26.666667,33,9789.323992
26.25,33,9789.977611
27.208333,33,9790.607141
27.875,33,9791.193739
27.125,33,9791.828724
27.791667,33,9792.443534
28.375,33,9793.073494
5.375,7,9793.212042
27.25,33,9793.843254
28.25,33,9794.488604
5.75,7,9794.632331
27.833333,33,9795.239914
27.958333,33,9795.843207
27.25,33,9796.476687
26.791667,33,9797.076625
9.666667,11,9797.322497
11.708333,14,9797.606211
5.416667,7,9797.759549
5.791667,7,9797.907738
5.75,7,9798.060004
26.708333,33,9798.726217
9.5,11,9798.942677
26.875,33,9799.559366
27.25,33,9800.174928
26.125,33,9800.811032
26.625,33,9801.425822
5.541667,7,9801.572457
9.708333,12,9801.825649
27.625,33,9802.455532
26.625,33,9803.122139
2.75,4,9803.225321
27.083333,33,9803.922087
27.125,33,9804.558644
27.416667,33,9805.1904
5.666667,7,9805.341911
27.25,33,9805.943756
27.208333,33,9806.57232
5.75,7,9806.724426
5.5,7,9806.871659
27.166667,33,9807.491552
26.666667,33,9808.108269
5.75,7,9808.260027
27.166667,33,9808.88038
26.333333,33,9809.52128
26.625,33,9810.124634
27.083333,33,9810.721208
5.75,7,9810.871092
23.958333,30,9811.454496
9.625,11,9811.689484
26.25,33,9812.304243
27.291667,33,9812.904579
26.666667,33,9813.53743
27.041667,33,9814.141346
27.208333,33,9814.740309
26.75,33,9815.369108
28.375,33,9816.007078
26.583333,33,9816.623832
27.333333,33,9817.223795
27.791667,33,9817.853592
28.208333,33,9818.504002
9.166667,11,9818.740136
27.416667,33,9819.370025
27.416667,33,9820.022043
27.291667,33,9820.639826
26.291667,33,9821.252714
27.416667,33,9821.855185
2.708333,4,9821.956024
27.875,33,9822.57611
27.291667,33,9823.189616
27.833333,33,9823.786095
27.375,33,9824.436109
27.416667,33,9825.072674
27.166667,33,9825.656039
9.791667,12,9825.902449
5.625,7,9826.039286
26.75,33,9826.705738
27.291667,33,9827.335543
5.791667,7,9827.505699
27.208333,33,9829.552034
27.166667,33,9830.251911
27.291667,33,9830.885191
2.75,4,9830.985189
27.25,33,9831.64293
26.666667,33,9832.284946
26.625,33,9832.90166
5.708333,7,9833.053457
27.291667,33,9833.683448
27.791667,33,9834.28463
10.458333,12,9834.535285
28.333333,33,9835.149428
26.541667,33,9835.738477
2.833333,4,9835.82313
14.125,18,9836.187753
27.875,33,9836.784373
5.75,7,9836.93824
27.291667,33,9837.567718
26.208333,33,9838.200894
26.5,33,9838.83909
5.791667,7,9838.987437
27.458333,33,9839.587456
9.625,11,9839.824944
10.541667,12,9840.067261
27.916667,33,9840.653796
9.666667,11,9840.871311
27.083333,33,9841.470547
27.25,33,9842.083743
21.333333,27,9842.600318
27.75,33,9843.203638
27.166667,33,9843.836949
9.875,12,9844.08342
27.25,33,9844.666652
28.25,33,9845.283945
5.791667,7,9845.416632
5.75,7,9845.56658
9.583333,11,9845.786282
27.875,33,9846.38753
9.625,11,9846.616487
5.75,7,9846.76824
27.916667,33,9847.366301
26.625,33,9847.991743
27.208333,33,9848.645055
27.208333,33,9849.266089
10.458333,12,9849.518163
5.75,7,9849.686222
26.625,33,9850.338466
2.75,4,9850.431435
27.25,33,9851.082497
27.083333,33,9851.684417
27.666667,33,9852.36568
5.75,7,9852.515651
28.041667,33,9853.115537
26.666667,33,9853.717675
9.583333,11,9853.933794
9.583333,11,9854.169002
26.666667,33,9854.798668
27.291667,33,9855.416924
27.916667,33,9856.015764
5.75,7,9856.151881
28.291667,33,9859.465034
27.833333,33,9860.116826
26.666667,33,9860.814658
27.416667,33,9861.497795
27.833333,33,9862.133459
27.25,33,9862.768026
27.291667,33,9863.397653
5.458333,7,9863.547616
5.791667,7,9863.697694
5.791667,7,9863.849381
27.833333,33,9864.464043
28.041667,33,9865.130227
27.833333,33,9865.764071
27.333333,33,9866.380382
9.708333,12,9866.649935
27.208333,33,9867.280398
27.333333,33,9867.913589
5.791667,7,9868.063535
26.666667,33,9868.696856
26.666667,33,9869.313391
27.833333,33,9869.946265
27.791667,33,9870.596568
26.5,33,9871.229813
27.541667,33,9873.446322
5.791667,7,9873.612922
27.375,33,9874.262781
27.25,33,9874.897168
9.666667,11,9875.129591
26.333333,33,9875.72927
27.166667,33,9876.394562
27.333333,33,9877.012421
26.5,33,9877.645745
27.375,33,9878.264994
26.708333,33,9878.963218
27.0,33,9879.612301
2.791667,4,9879.712062
27.833333,33,9880.33962
5.75,7,9880.494704
26.75,33,9881.108631
27.25,33,9881.706363
27.166667,33,9882.314389
5.75,7,9882.460559
5.791667,7,9882.60799
9.583333,11,9882.828347
27.333333,33,9883.445026
28.0,33,9884.045177
27.208333,33,9884.631388
26.833333,33,9885.261343
27.666667,33,9885.861271
27.291667,33,9886.527853
27.25,33,9887.14634
26.833333,33,9887.800362
9.958333,12,9888.04439
9.666667,11,9888.260998
2.791667,4,9888.360947
27.125,33,9888.962975
5.625,7,9889.130578
27.208333,33,9889.744152
9.625,11,9889.960285
5.75,7,9890.112596
27.291667,33,9890.713937
27.166667,33,9891.410569
27.833333,33,9892.060469
27.375,33,9892.662301
27.333333,33,9893.276964
27.25,33,9893.932454
9.541667,11,9894.162796
27.25,33,9894.781622
5.708333,7,9894.935247
5.791667,7,9895.076701
10.583333,12,9895.313376
9.666667,11,9895.526695
27.833333,33,9896.159506
27.791667,33,9896.763271
5.791667,7,9896.915478
9.791667,12,9897.158703
9.791667,12,9897.396922
27.916667,33,9898.003884
27.25,33,9898.61033
26.541667,33,9899.20949
5.833333,7,9899.36137
15.083333,19,9899.726146
27.708333,33,9900.342779
26.25,33,9900.945986
9.625,11,9901.162617
26.833333,33,9901.76249
27.916667,33,9902.375756
27.458333,33,9902.975678
27.833333,33,9903.575583
27.208333,33,9904.198169
27.083333,33,9904.827342
27.75,33,9905.445225
