#{"t_start": 1781751887.619372, "env_id": "highway-v0"}
r,l,t
9.99459,18,2030.004954
16.096035,33,2054.551988
1.333333,4,2057.531012
55.165627,124,2149.786787
8.453229,18,2163.096098
72.558826,159,2282.357185
58.362074,131,2379.376184
53.236239,113,2463.649219
71.635011,157,2580.470714
72.648917,160,2699.23697
50.054125,108,2779.610108
38.019084,83,2841.119783
60.151784,135,2941.962509
135.376847,300,3168.411806
53.01293,115,3254.743504
81.490151,175,3384.023735
104.004081,230,3559.017338
134.480622,300,3785.004224
29.190609,65,3834.631404
153.854845,300,4061.722476
125.719991,247,4247.926319
147.884233,300,4477.685451
149.248328,300,4707.494044
159.838708,300,4935.945381
62.976563,119,5026.017085
45.791186,90,5093.496038
148.402958,300,5321.230685
61.925639,124,5414.719052
19.523434,43,5447.168551
28.655765,65,5496.312686
148.980749,300,5722.713602
86.593129,161,5845.169081
0.888889,3,5847.431862
110.998007,212,6008.028586
22.751626,50,6046.159938
112.026878,218,6211.80324
149.672285,300,6438.641512
156.110231,300,6667.812758
153.27504,300,6895.267045
129.395477,256,7088.959779
155.883423,300,7316.514554
71.934789,150,7429.602482
28.797923,65,7478.747914
52.700409,107,7560.119943
95.104791,192,7705.581586
88.387609,177,7838.270659
148.660203,300,8065.124157
152.754838,300,8292.308254
28.594405,61,8338.186158
149.366777,300,8565.411192
47.66407,97,8638.171134
148.369902,300,8865.803229
155.83631,300,9091.675609
155.608043,300,9317.533221
123.723871,245,9502.84321
107.233381,200,9653.620693
155.552821,295,9876.609345
154.5879,300,10102.901106
103.193029,206,10258.864892
144.008119,284,10473.434171
156.21223,300,10700.028704
156.056343,300,10927.051426
145.189966,285,11142.891258
150.966692,300,11369.886654
72.65936,144,11478.627461
28.781062,63,11525.738187
150.234295,300,11752.676585
153.861381,300,11980.027364
155.234589,300,12206.45318
18.392679,42,12238.428259
36.717199,74,12294.037809
35.291707,76,12351.983716
148.796216,300,12579.368382
154.075682,300,12806.34663
124.048091,239,12988.003623
119.182472,239,13168.010737
111.462246,218,13332.767128
45.745633,94,13403.090989
149.194136,300,13630.435052
91.637918,181,13766.995077
147.699024,300,13994.715142
153.714254,300,14222.562598
64.301268,129,14319.744256
149.825612,300,14545.957392
155.896673,300,14774.022188
150.25075,300,15001.674782
153.586183,300,15229.595272
30.682401,65,15279.709053
153.864028,300,15508.372524
151.757586,300,15737.060086
127.962143,252,15928.580733
68.652988,141,16036.459258
28.198385,61,16083.00824
160.791615,300,16311.568333
80.271606,168,16439.488115
151.548648,300,16668.733017
61.230864,120,16759.930494
148.842559,300,16989.843642
148.543772,300,17220.330195
109.16655,232,17397.719923
149.662114,300,17629.104679
83.717399,173,17760.97412
146.67193,300,17993.758018
147.520089,300,18224.422717
151.028323,300,18455.965398
153.999038,300,18687.052763
145.695369,300,18919.657959
