#{"t_start": 1781751887.4741085, "env_id": "highway-v0"}
r,l,t
1.612126,4,634.122572
12.237827,23,650.79123
17.938714,34,676.29939
0.0,1,677.088263
10.226092,18,690.303296
0.0,1,691.011198
8.29158,14,701.235374
2.322416,5,704.904135
17.265049,28,725.236127
23.788362,53,764.126225
0.0,1,764.844556
4.549385,9,771.260292
10.018249,15,782.318239
1.261827,3,784.505903
38.651866,79,841.90471
1.394669,4,844.835164
11.996353,22,861.233325
4.139297,9,867.753008
8.031368,16,880.247559
12.837606,26,899.578633
1.579269,4,902.53894
7.02459,12,911.543957
6.287914,12,920.409718
19.392836,33,945.408015
24.170531,43,977.157874
3.622042,7,982.35414
18.894836,37,1009.871133
23.643053,49,1046.630661
0.0,1,1047.371244
4.095697,8,1053.295284
2.798351,6,1057.793567
3.260507,6,1062.328751
2.517112,5,1066.258761
3.015707,7,1071.491797
9.102162,15,1082.640588
58.270957,129,1179.909169
7.153514,13,1189.577568
16.598084,30,1212.092088
31.019061,67,1262.319514
0.0,1,1263.104591
18.608082,30,1285.766684
9.167228,15,1297.08203
6.262108,12,1306.080997
7.726581,13,1315.831957
39.256722,83,1378.258499
8.369953,16,1390.221092
31.260086,62,1436.417286
32.036327,57,1478.700195
34.613553,74,1534.412405
60.934876,133,1633.709307
80.219174,174,1763.700601
4.590719,10,1771.126355
55.194055,119,1860.316005
9.236596,18,1873.781127
68.881528,154,1988.686881
11.008605,19,2002.699339
31.384748,63,2049.645465
102.706172,224,2216.357486
96.606669,211,2373.622195
56.243966,121,2463.913148
54.567872,123,2555.683393
69.728184,153,2669.27144
78.240283,173,2797.68649
72.574708,156,2913.989408
11.280062,23,2931.070693
122.11991,272,3135.662361
109.697286,246,3319.589758
85.93492,191,3464.055333
6.338578,13,3473.937618
153.076287,300,3700.362079
155.218723,300,3927.448722
69.972163,140,4033.302447
2.060728,5,4037.051983
27.198401,61,4082.917785
135.132366,262,4282.005315
116.037751,231,4457.25624
88.529761,198,4609.918336
151.123718,300,4838.925226
155.64512,300,5066.128363
18.417429,42,5097.537274
153.304963,300,5325.345577
110.432159,220,5491.254907
147.101417,300,5717.710063
139.827256,271,5923.005959
153.132037,300,6151.575915
147.788735,300,6378.579684
148.358614,300,6607.175637
153.258177,300,6835.190787
154.42906,300,7062.221244
156.8568,300,7288.766489
147.746337,300,7516.834741
153.251843,300,7743.322975
78.80636,160,7863.328295
28.937527,65,7912.851691
9.700725,22,7929.516133
151.624525,300,8156.292049
153.697931,300,8382.716348
156.189451,300,8609.752738
38.637302,85,8674.407796
155.167428,300,8901.338405
147.77804,289,9118.901692
152.853606,300,9344.628337
129.155948,254,9536.794555
120.627553,238,9716.67461
151.066483,300,9943.129561
150.830903,300,10169.550592
147.426498,300,10396.158984
158.25951,300,10623.846412
148.83071,300,10850.218435
154.273297,300,11077.402791
151.162352,300,11304.52646
152.657535,300,11530.496074
151.526849,300,11757.417505
154.231306,300,11984.772134
151.101496,300,12211.276843
150.476988,300,12439.248108
152.642964,300,12664.769582
151.733441,300,12892.695759
152.118088,300,13120.328721
57.665527,114,13205.916129
147.46228,300,13432.491832
150.949738,300,13659.200002
149.536564,300,13885.876766
147.910905,300,14114.675828
62.848162,135,14216.779007
35.312431,75,14272.781676
149.125873,300,14499.501995
144.673786,290,14719.695195
156.020428,300,14947.395163
100.8122,204,15102.344756
100.162095,201,15255.485659
155.020704,300,15484.336708
25.915723,56,15526.878358
15.771289,36,15554.297327
149.977513,300,15782.768593
152.365494,300,16011.172422
151.610998,300,16240.257872
149.978422,300,16468.493048
29.971862,66,16518.620246
94.591319,186,16661.404943
145.075146,300,16891.40308
152.062987,300,17120.396314
59.589262,128,17219.050499
147.463824,296,17446.355396
152.907625,300,17676.425207
150.61667,300,17907.887108
149.846522,300,18138.911345
147.145353,300,18369.986807
152.220729,300,18602.098339
14.990678,33,18627.321582
15.386105,35,18654.15636
147.984558,300,18886.529567
19.354731,43,18919.939806
