#{"t_start": 1781751887.4885046, "env_id": "highway-v0"}
r,l,t
97.979473,201,3471.775825
154.932749,287,3688.529773
12.111128,24,3706.481838
154.1855,300,3933.550308
153.179272,300,4159.3397
90.342543,177,4294.942968
149.096694,294,4519.395459
150.496798,300,4748.899531
33.207007,73,4805.042614
58.460051,117,4894.05245
60.731789,125,4988.701737
155.252729,300,5215.293248
16.421528,36,5242.620145
32.209067,68,5294.367475
153.734016,300,5520.740366
37.540247,83,5583.695613
75.74803,161,5705.051578
152.455326,300,5932.035583
5.616474,12,5941.400941
152.107545,300,6169.807745
157.381937,300,6396.929172
148.363891,300,6625.550467
154.09392,300,6853.386867
151.761169,300,7080.328696
153.913342,300,7307.21528
152.334945,300,7534.822805
60.953589,125,7629.108468
112.142178,213,7789.922815
159.509607,300,8016.144441
152.052455,300,8243.349563
154.527945,300,8469.756907
147.989353,300,8696.888389
151.279027,300,8924.026328
156.377171,300,9149.663558
152.286212,300,9375.636616
150.675566,300,9602.058127
50.432087,102,9679.718559
152.950272,300,9906.336504
6.424764,14,9916.935087
157.168936,300,10143.141876
152.798124,300,10369.919209
52.151905,106,10450.401177
156.047883,300,10677.241371
145.71526,286,10893.345445
152.817361,300,11120.733316
145.931362,300,11347.604809
1.535468,4,11350.674726
62.962332,125,11445.012659
151.599811,300,11671.197363
129.713883,267,11874.105582
148.864747,300,12100.526476
39.192216,81,12161.635413
7.524487,17,12174.40365
152.825533,300,12402.604891
145.311783,283,12615.528118
150.627738,300,12842.869422
134.220035,270,13047.788883
146.231967,300,13273.894123
47.048525,101,13350.167936
147.586164,300,13577.013872
155.288706,300,13803.613264
154.210115,300,14031.24163
148.000427,300,14258.787549
150.74955,300,14485.324992
136.737275,274,14693.104591
31.82627,67,14743.954512
150.403056,300,14971.678105
153.70726,300,15199.470071
151.400846,300,15428.830971
78.56691,152,15544.535418
151.66062,300,15773.022696
156.7047,300,16001.292903
133.191181,264,16202.400094
146.504878,300,16431.38309
144.932406,300,16660.683367
135.183271,275,16871.343497
148.870094,300,17100.552624
148.980179,300,17330.921156
151.44684,300,17561.760447
154.294735,300,17791.71039
145.292512,300,18024.049082
151.833927,300,18254.642415
149.03013,300,18486.270026
151.364168,300,18717.515609
154.220647,300,18950.189409
