#{"t_start": 1781751887.5219913, "env_id": "highway-v0"}
r,l,t
2.913999,7,543.54214
2.772906,6,547.847265
1.524676,4,551.021774
0.0,1,551.758926
6.105291,10,559.03741
6.556043,15,570.419492
2.872727,6,574.785612
0.0,1,575.485481
2.040574,5,579.368411
2.978081,6,583.734632
0.0,1,584.43604
0.444444,2,585.886428
1.18008,3,588.06727
10.209786,18,600.984663
1.607636,4,603.882112
3.713434,7,608.964856
3.136735,6,613.333719
2.99257,6,617.697227
1.600501,4,620.596836
1.333333,4,623.534824
6.605566,11,631.462219
0.662806,2,632.912096
30.997158,54,672.440823
1.130932,3,674.840632
13.913705,27,694.871445
0.0,1,695.622306
4.31994,9,702.206546
6.036898,11,710.169833
22.291404,34,734.900078
1.458558,3,737.100464
0.0,1,737.838252
1.834555,4,740.718304
1.60509,4,743.665829
0.888889,3,745.782169
1.620949,4,748.681898
0.760149,2,750.100521
3.846043,7,755.71429
5.703429,10,762.946866
9.75277,19,776.678568
0.0,1,777.411787
2.504543,6,781.811388
7.937035,15,792.733855
10.343643,17,805.125842
16.344538,27,824.656243
13.971271,22,840.674344
1.333333,4,843.589477
6.493227,13,853.088905
23.971327,39,882.715739
27.303997,50,919.895138
7.518982,13,929.462289
5.154761,10,937.026477
8.1169,18,950.708094
13.314419,25,969.194064
24.126179,48,1004.968538
3.636007,7,1010.153921
17.444076,27,1030.568104
13.339066,25,1049.135099
17.93477,34,1074.727055
7.270167,11,1082.892608
1.998394,5,1086.628173
3.939066,9,1093.358086
11.52016,23,1110.439417
13.659411,20,1125.447976
0.444444,2,1126.920826
45.93038,98,1200.98142
16.352294,26,1220.545774
16.173225,29,1242.342895
18.340949,39,1271.65392
14.925181,25,1290.53491
3.350611,7,1295.820327
10.697528,18,1309.282793
7.59851,15,1320.548145
9.313041,16,1333.113329
40.21841,84,1395.705895
39.605012,78,1453.832536
15.805557,32,1477.46714
47.962369,107,1557.811164
38.575675,76,1614.647068
40.6502,91,1682.239073
41.848779,94,1752.797447
85.130792,164,1875.535514
77.425599,170,2002.203053
0.0,1,2002.968202
2.702469,6,2007.470201
38.673447,87,2071.993366
22.364459,48,2108.355787
28.042675,59,2151.769959
48.889746,109,2232.960479
23.92105,49,2269.642345
64.516459,142,2375.412248
39.777805,89,2441.751699
66.983765,146,2550.754282
10.345438,22,2566.986239
11.760608,21,2582.448331
69.916377,156,2698.22053
7.227377,14,2708.618928
12.579725,26,2727.930932
69.813734,147,2837.153768
60.419408,136,2938.755137
72.254207,161,3059.323601
11.64595,24,3077.354834
73.721224,162,3199.739763
81.863071,183,3336.175495
113.085596,249,3524.722612
155.741376,300,3751.139142
89.607938,178,3885.976135
143.441518,278,4095.930244
155.071826,300,4323.685313
46.575893,104,4403.177453
39.863376,87,4469.43432
152.00678,300,4699.780432
5.825677,13,4709.553248
101.477737,190,4854.618357
108.90036,215,5017.482643
135.400203,260,5213.974858
55.472818,101,5290.700948
152.210833,300,5517.092661
154.691555,300,5743.479184
35.208537,75,5801.071928
150.049946,300,6028.492312
139.986388,273,6235.780867
36.935351,78,6294.623518
149.622836,300,6521.878533
155.646555,300,6751.366486
148.273078,300,6978.821049
149.978745,300,7205.109352
82.4509,168,7332.767858
155.670034,300,7559.848068
151.509998,300,7786.3363
149.95648,300,8012.494996
156.922494,300,8239.696158
156.803104,300,8466.084231
150.607191,300,8693.289004
28.303523,63,8740.62022
28.559669,63,8788.203221
44.663485,98,8863.267524
159.354101,300,9089.137749
138.210825,281,9300.729298
110.615996,216,9464.425253
151.403824,300,9690.463492
43.475847,84,9753.975914
153.871189,300,9980.578871
151.682234,300,10206.734457
47.999735,101,10283.625681
110.619503,220,10449.771427
153.613576,300,10676.622586
0.444444,2,10678.132246
150.332711,300,10904.943901
151.362172,300,11132.189586
101.954067,203,11285.862402
151.468861,300,11512.076105
86.842806,181,11648.333448
150.304271,300,11876.541214
73.319686,150,11989.506968
152.834724,300,12216.112159
58.674439,120,12306.650237
150.818247,300,12534.304945
152.382508,300,12761.511734
150.264281,300,12989.267664
151.604982,300,13215.438506
21.128055,47,13250.583894
151.614264,300,13477.18461
151.665934,300,13704.594943
149.219445,300,13931.920071
153.754781,300,14159.474057
134.441176,255,14351.56101
49.592497,103,14429.012729
17.569535,39,14458.332844
48.992186,110,14541.928991
153.832225,300,14769.760469
156.45273,300,14997.647686
155.482996,300,15225.545173
151.157594,300,15455.235419
67.875632,141,15562.164122
146.755371,300,15790.649171
151.012186,300,16019.003454
31.802933,68,16071.234242
154.418998,300,16299.948889
0.0,1,16300.708777
9.608339,22,16317.304426
137.28524,275,16526.541571
143.265585,300,16755.824462
44.243124,95,16829.51464
151.84666,300,17058.636186
148.723348,300,17288.922885
152.02535,300,17520.222495
161.070818,300,17749.219975
148.421718,300,17981.261104
146.812383,300,18212.701981
148.855681,300,18444.136961
152.252589,300,18675.20063
19.549183,44,18709.132441
85.475026,172,18842.46411
