#{"t_start": 1781730422.312503, "env_id": "highway-v0"}
r,l,t
18.70764,26,20.811543
48.639221,61,62.619141
24.211221,31,83.351235
34.129062,48,117.43013
26.433292,36,141.543715
15.181184,19,154.410319
23.707577,41,185.109402
9.764334,12,193.971655
45.310518,76,247.313552
18.371291,36,272.495593
11.307977,17,285.225227
19.89879,29,305.858531
13.288548,22,321.136059
7.692259,10,329.667965
13.492774,21,352.360086
7.809168,10,361.755559
20.585687,28,384.634708
30.627646,54,422.543001
52.703462,83,480.783373
8.350562,17,492.813418
26.332369,40,521.00965
47.42185,90,585.569883
25.971015,44,616.815789
95.646867,132,711.462681
15.518045,23,727.768339
11.28988,14,737.702745
13.867004,17,750.600682
15.549417,18,763.729907
28.792475,35,789.093647
27.471445,35,814.09276
17.035319,19,827.638375
30.247059,35,853.368669
15.072565,27,872.849567
13.163675,24,890.09736
38.912204,48,924.644871
11.647471,22,941.257088
18.509834,25,959.13875
21.420701,27,979.319179
65.413799,113,1061.788118
34.354279,43,1093.337862
14.80282,20,1108.047935
17.362431,22,1124.900435
44.441598,76,1181.126592
5.390634,8,1187.04262
44.345107,73,1240.718986
36.579535,51,1278.20622
31.568628,57,1320.708542
9.931212,12,1329.540791
44.308288,85,1392.301389
22.12362,38,1420.781022
31.128001,54,1461.007243
27.109359,36,1487.287143
21.103689,39,1516.519293
69.049197,119,1604.006959
34.106911,64,1651.015738
31.830792,48,1686.88697
22.390893,35,1712.374753
37.323036,71,1764.467736
15.670391,26,1783.565685
25.232668,40,1812.813232
25.346205,46,1846.269436
8.941258,13,1855.689664
19.128347,33,1880.369915
22.680211,37,1907.499738
152.065753,300,2127.748915
13.872155,23,2144.535793
14.207626,29,2165.86847
16.32991,24,2183.380778
68.277683,134,2282.718166
69.836078,133,2379.955429
20.961825,46,2413.758721
22.597268,44,2446.813507
173.630912,300,2669.654295
34.582766,65,2718.04545
54.767035,111,2801.301234
23.041688,37,2830.431005
33.840344,65,2884.490651
35.751714,60,2930.351292
149.88347,264,3141.001851
12.059886,21,3156.323663
37.085998,69,3208.248825
9.452241,16,3237.156368
140.464151,246,3636.406883
100.722419,191,3820.194532
18.191329,33,3856.243193
52.145787,95,3944.487631
54.933141,100,4035.600926
13.403776,20,4054.671801
42.118023,86,4139.379437
50.679314,105,4240.704077
142.634693,300,4524.469279
20.229331,40,4561.37248
61.909026,129,4716.677116
139.85109,300,5020.83081
140.704424,300,5345.061974
14.346723,28,5370.593688
146.210947,300,5642.73889
64.332272,134,5766.644839
27.34241,60,5820.913728
23.596724,51,5867.42104
28.245812,58,5921.085917
11.072585,23,5942.286812
77.517492,155,6141.731541
12.535156,19,6160.110837
140.709698,300,6456.415528
10.782968,24,6480.470934
100.306479,208,6685.464437
98.267125,210,6890.249812
138.338498,300,7190.172932
30.073287,66,7256.777462
138.745191,300,7543.903563
139.302451,300,7829.429343
123.799238,260,8067.2074
141.884608,300,8453.920881
141.365581,300,8786.535883
143.904306,300,9063.772519
139.139351,300,9338.712573
16.535628,30,9373.039312
27.753571,58,9425.5098
125.550095,268,9668.106211
150.194841,300,9948.984926
138.904196,300,10246.773189
111.886696,238,10480.156153
139.906343,300,10761.93644
138.912913,300,11047.96552
11.774786,17,11064.85843
9.252973,16,11080.475325
104.728816,201,11283.607786
90.298869,197,11466.877501
10.485465,20,11485.356899
145.932959,300,11766.765018
58.849183,128,11881.081048
75.990143,165,12000.219619
140.460895,300,12215.875808
150.688754,300,12428.064714
138.283297,300,12640.655923
24.743166,53,12678.417838
11.194545,25,12696.051119
142.689186,300,12909.490686
37.416197,81,12966.781511
18.671012,38,12993.765619
137.460078,300,13207.801194
8.582955,19,13221.299531
138.908815,300,13435.68914
41.580293,93,13502.416889
15.970237,30,13524.827581
137.832007,300,13744.266951
78.015544,162,13863.451905
135.822964,300,14081.757645
8.153127,13,14091.126601
31.661495,68,14140.450247
142.277421,300,14361.355747
135.93316,300,14579.911462
143.385283,300,14797.283944
10.470344,23,14813.698482
10.421092,21,14828.829893
116.069195,252,15008.840589
19.202929,38,15035.687029
125.420058,272,15232.428737
138.771641,300,15446.56832
138.398234,300,15660.474621
134.996049,300,15874.247419
133.244748,292,16081.221167
143.950522,300,16296.160482
144.471469,300,16509.000289
27.411942,57,16550.055914
5.806502,11,16557.697225
8.431536,18,16570.275774
140.121912,300,16782.615554
137.388365,300,16995.73841
126.598226,259,17182.314722
146.831234,300,17401.252342
151.890022,300,17614.378637
145.423443,300,17828.132783
129.386615,270,18020.8416
48.118609,96,18088.466316
71.056315,131,18181.937739
12.778411,23,18198.918898
146.63103,300,18413.024674
120.665598,237,18581.507172
152.937317,300,18794.714962
131.506108,288,18999.55048
120.112981,253,19179.518364
54.839051,111,19258.667578
147.049466,300,19473.09031
8.554738,12,19481.539141
142.055869,300,19696.895573
62.088666,129,19788.98575
59.51326,119,19874.53088
26.337991,48,19908.589926
142.991974,300,20124.402526
140.76073,300,20339.094559
71.253893,154,20449.032958
53.850764,115,20530.474449
